origin,destination,lng_lat_distance,baidu_map_distance,duration,toll
北京,上海,1070.161321,1210.605,51398,540
北京,天津,112.04555729999998,139.275,7473,52
北京,重庆,1464.531024,1759.407,77874,842
北京,合肥,901.1160898,1029.449,41687,416
北京,安庆,1047.2497449999996,1195.283,47663,494
北京,蚌埠,784.0183667,894.441,36281,360
北京,亳州,676.6204856,751.184,33410,293
北京,巢湖,935.9325401,1060.739,42284,432
北京,池州,1036.719961,1189.715,48045,487
北京,滁州,864.9349966,963.214,38866,405
北京,阜阳,784.1260512,857.321,37545,339
北京,淮北,665.5032444,769.88,32253,304
北京,淮南,813.1215926,939.176,38011,375
北京,黄山,1148.051099,1313.79,53141,523
北京,六安,910.0266807,1008.459,42923,408
北京,马鞍山,937.102123,1059.074,43629,487
北京,宿州,702.5444837,801.999,32954,324
北京,铜陵,1008.912499,1163.865,47110,508
北京,芜湖,970.0777918,1106.563,44291,509
北京,宣城,1021.94218,1169.509,47213,535
北京,福州,1569.268857,1876.344,79154,825
北京,龙岩,1654.258522,1914.703,80803,841
北京,南平,1488.245863,1747.594,74156,800
北京,宁德,1506.025657,1809.493,77550,874
北京,莆田,1631.311332,1973.21,80068,878
北京,泉州,1685.564709,1983.143,84148,916
北京,三明,1524.918858,1779.042,75635,798
北京,厦门,1726.271016,2036.706,82867,944
北京,漳州,1719.9352420000002,2027.803,84539,908
北京,兰州,1182.5471189999996,1437.459,62090,584
北京,白银,1132.103038,1370.78,58458,567
北京,定西,1141.853572,1515.423,65529,593
北京,甘南州,1309.833207,1664.14,73183,679
北京,嘉峪关,1545.108938,1960.987,80922,773
北京,金昌,1232.251428,1598.74,67315,645
北京,酒泉,1526.589667,1940.536,79977,766
北京,临夏州,1254.52999,1573.613,69644,629
北京,陇南,1253.975475,1550.264,66768,693
北京,平凉,982.9694604,1326.5,57052,585
北京,庆阳,899.9112620999997,1166.52,50186,528
北京,天水,1115.017221,1400.442,60685,643
北京,武威,1210.432059,1503.736,63884,610
北京,张掖,1372.712975,1736.309,72887,692
北京,广州,1893.727274,2121.804,85871,916
北京,潮州,1811.098699,2100.207,89514,905
北京,东莞,1896.12693,2145.372,86877,1008
北京,佛山,1905.657926,2136.963,86668,926
北京,河源,1807.251845,1984.822,80170,924
北京,惠州,1881.305932,2069.108,84153,959
北京,江门,1957.148373,2197.017,88736,963
北京,揭阳,1823.635082,2077.458,88624,894
北京,茂名,2097.807857,2376.562,95142,1155
北京,梅州,1739.5959510000002,1974.159,83759,848
北京,清远,1834.14253,2051.906,83555,803
北京,汕头,1842.167202,2122.048,90034,918
北京,汕尾,1911.70352,2206.64,90173,1010
北京,韶关,1704.143105,1911.859,77991,791
北京,深圳,1948.057748,2162.138,87968,1005
北京,阳江,2053.334149,2331.27,93891,1019
北京,云浮,1935.341233,2188.254,87573,1057
北京,湛江,2156.017117000001,2460.974,98553,1179
北京,肇庆,1911.785904,2169.665,87662,1057
北京,中山,1955.521238,2199.58,89793,950
北京,珠海,1985.501642,2245.299,92135,975
北京,南宁,2053.383459,2334.505,95607,1078
北京,百色,2005.541199,2404.517,100237,1320
北京,北海,2167.34543,2460.57,98729,1153
北京,崇左,2128.349245,2463.368,98033,1149
北京,防城港,2176.436014,2455.438,97991,1135
北京,桂林,1729.944009,1947.8,79516,900
北京,贵港,1978.97296,2264.144,91006,1058
北京,河池,1865.413317,2199.227,88351,1053
北京,贺州,1786.026032,2042.886,81590,977
北京,来宾,1923.515035,2163.076,86718,999
北京,柳州,1855.32187,2102.49,84944,969
北京,钦州,2129.430657,2397.126,95320,1120
北京,梧州,1892.09184,2147.726,86784,1039
北京,玉林,2012.43198,2306.396,91980,1177
北京,贵阳,1730.8065829999994,2076.661,86394,1088
北京,安顺,1807.887148,2169.964,90207,1147
北京,毕节地区,1738.6286120000002,2136.727,93779,1075
北京,六盘水,1829.214032,2257.93,98435,1175
北京,铜仁地区,1511.5140279999994,1762.709,73991,835
北京,遵义,1616.282037,1984.366,86874,979
北京,黔西南州,1968.736835,2378.557,99299,1309
北京,黔东南州,1677.330007,1976.277,82053,948
北京,黔南州,1729.436823,2049.805,85468,986
北京,海口,2290.479096,2657.974,111296,1052
北京,白沙,2402.299924,2792.905,118433,1247
北京,保亭,2461.263941,2885.42,119584,1052
北京,昌江,2411.145676,2799.897,116350,1247
北京,儋州,2362.601183,2733.808,115506,1247
北京,澄迈,2334.282232,2665.711,112649,1247
北京,东方,2439.725953,2841.717,120264,1247
北京,定安,2348.297398,2728.46,114025,1052
北京,琼海,2376.065731,2761.871,115136,1052
北京,琼中,2408.29686,2782.827,115563,1052
北京,乐东,2470.280957,2897.245,120327,1052
北京,临高,2329.080616,2685.675,112309,1247
北京,陵水,2456.374637,2875.62,120145,1052
北京,三亚,2501.364345,2947.087,122577,1052
北京,屯昌,2369.9968,2740.232,113755,1052
北京,万宁,2419.602367,2824.135,118441,1052
北京,文昌,2309.492897,2723.823,114922,1052
北京,五指山,2439.56254,2838.745,118511,1052
北京,石家庄,264.7973745,290.59,12678,100
北京,保定,139.62192140000002,155.963,8141,46
北京,沧州,186.1584774,210.45,10383,66
北京,承德,175.957227,226.304,10453,100
北京,邯郸,405.6769204,451.086,18881,165
北京,衡水,250.6782489,269.938,11082,101
北京,廊坊,52.84224488,61.985,5013,7
北京,秦皇岛,273.8660865,294.678,13087,111
北京,唐山,156.0528014,179.345,8765,62
北京,邢台,357.861317,402.009,16102,146
北京,张家口,160.7653989,189.012,9267,74
北京,郑州,624.9830327999998,691.205,27825,275
北京,安阳,461.4045467,512.871,20783,191
北京,鹤壁,499.9228811,549.321,21377,210
北京,焦作,593.2618307999999,702.092,27521,281
北京,开封,598.7691844999998,647.976,27057,281
北京,洛阳,683.0080102999998,799.222,32266,326
北京,漯河,737.6009811,814.944,32254,336
北京,南阳,843.6355262,939.924,37857,394
北京,平顶山,741.4976035,838.2,33050,359
北京,濮阳,480.2514384,524.199,21629,202
北京,三门峡,735.3089981,915.549,36407,378
北京,商丘,614.9362244,682.65,30662,260
北京,新乡,559.1692829,615.356,24008,239
北京,信阳,892.9056268999999,988.279,39114,410
北京,许昌,695.3819072000001,760.557,30243,314
北京,周口,718.931224,775.412,31323,339
北京,驻马店,801.2577715,877.104,35009,384
北京,哈尔滨,1058.985368,1239.888,52056,472
北京,大庆,1018.478295,1236.61,49369,537
北京,大兴安岭地区,1470.128376,1949.392,89916,646
北京,鹤岗,1387.205462,1658.334,69856,663
北京,黑河,1439.508722,1716.18,74367,630
北京,鸡西,1331.370099,1586.386,65268,720
北京,佳木斯,1357.146694,1586.024,63586,663
北京,牡丹江,1203.836987,1428.347,58604,618
北京,七台河,1356.305081,1640.184,65956,716
北京,齐齐哈尔,1026.491804,1327.249,52092,544
北京,双鸭山,1408.542184,1667.362,67141,696
北京,绥化,1136.539792,1376.197,55708,559
北京,伊春,1325.533961,1587.882,68147,618
北京,武汉,1057.647704,1162.983,46523,542
北京,鄂州,1071.289394,1155.518,47248,546
北京,恩施,1239.694917,1491.709,62194,706
北京,黄冈,1064.346928,1148.854,46253,536
北京,黄石,1088.221157,1187.585,48119,555
北京,荆门,1058.999267,1188.181,47459,503
北京,荆州,1132.954027,1263.077,50220,545
北京,潜江,1116.824353,1260.264,50378,521
北京,神农架林区,1069.676512,1284.992,55811,530
北京,十堰,954.022375,1168.265,48026,482
北京,随州,953.6745997000004,1052.154,42135,441
北京,天门,1074.782512,1186.078,46895,495
北京,仙桃,1106.901078,1238.261,49233,519
北京,咸宁,1134.824433,1251.293,49640,521
北京,襄阳,951.0330298,1061.975,42201,444
北京,孝感,1026.515499,1134.136,45231,465
北京,宜昌,1122.616073,1308.347,52113,545
北京,长沙,1341.4689449999996,1470.221,60128,666
北京,常德,1290.380398,1431.618,58507,658
北京,郴州,1605.560905,1760.746,71318,719
北京,衡阳,1492.885473,1636.523,66587,768
北京,怀化,1498.516321,1710.378,73924,772
北京,娄底,1416.00017,1580.789,65185,750
北京,邵阳,1484.556976,1655.857,68539,775
北京,湘潭,1383.520873,1512.362,61779,685
北京,湘西州,1429.4305470000006,1673.475,69264,792
北京,益阳,1315.453788,1484.447,59714,667
北京,永州,1566.114958,1760.913,71744,819
北京,岳阳,1211.48818,1331.247,54445,607
北京,张家界,1318.616928,1518.483,62076,664
北京,株洲,1380.315773,1517.894,62098,684
北京,南京,902.1719376,1015.677,41001,418
北京,常州,963.8904614,1061.325,50474,326
北京,淮安,741.9914457,879.358,35757,359
北京,连云港,642.1003726,743.524,31287,313
北京,南通,968.7397925,1091.475,45035,468
北京,苏州,1031.726231,1145.305,54044,369
北京,宿迁,686.5725405000002,782.564,32796,302
北京,泰州,887.8833728,1053.016,43632,452
北京,无锡,995.1133581,1100.636,53573,348
北京,徐州,633.8026281,707.803,29957,280
北京,盐城,802.2950191000001,926.043,38579,392
北京,扬州,880.3489442,1022.654,42791,428
北京,镇江,902.8474175,1049.975,44785,462
北京,南昌,1252.121433,1417.523,57622,630
北京,抚州,1333.103818,1516.136,60945,679
北京,赣州,1573.759695,1745.854,70610,813
北京,吉安,1432.562753,1585.588,64503,748
北京,景德镇,1185.129373,1356.37,55063,583
北京,九江,1137.18211,1301.844,53300,599
北京,萍乡,1387.955406,1557.589,63941,679
北京,上饶,1285.083982,1525.778,63167,626
北京,新余,1354.393353,1498.034,60655,718
北京,宜春,1361.505796,1515.396,62233,722
北京,鹰潭,1302.502782,1468.023,62758,649
北京,长春,860.0346843,982.743,41111,412
北京,白城,823.2603126,1100.428,43091,428
北京,白山,873.0333926000003,1023.291,43959,435
北京,吉林市,949.0300397,1082.944,43943,460
北京,辽源,801.3238097,910.49,37590,384
北京,四平,757.2911230000003,875.221,36035,369
北京,松原,901.8471527,1064.068,42375,452
北京,通化,828.3789172,945.734,40281,398
北京,延边,1140.253719,1338.683,57410,538
北京,沈阳,627.9882152,689.963,29706,284
北京,鞍山,574.7769594,679.134,28796,282
北京,本溪,642.552309,734.58,31352,304
北京,朝阳,387.3457215,481.336,21346,220
北京,大连,459.948079,841.521,33903,353
北京,丹东,677.1802444,851.353,35558,361
北京,抚顺,669.6610019999998,740.839,31620,307
北京,阜新,499.7838101,603.949,26383,274
北京,葫芦岛,389.4939218,437.745,18868,173
北京,锦州,423.6463286,482.627,21538,190
北京,辽阳,591.7948635,670.205,28193,279
北京,盘锦,498.7996692,565.306,24183,232
北京,铁岭,678.6187296,758.727,32168,316
北京,营口,502.3042889,629.082,27920,255
北京,呼和浩特,413.7599537,488.285,20716,202
北京,阿拉善盟,927.9324379,1168.935,51969,427
北京,包头,561.701495,650.013,27493,261
北京,巴彦淖尔,766.5144309,877.365,34992,346
北京,赤峰,338.5528149,414.623,19259,183
北京,鄂尔多斯,546.9704778,703.188,28929,260
北京,呼伦贝尔,1065.773343,1527.365,76935,320
北京,通辽,637.6686515,751.36,30682,363
北京,乌海,817.9217886,1019.794,40867,406
北京,乌兰察布,303.3881275,348.707,14712,146
北京,锡林郭勒盟,447.39923430000016,607.886,24182,239
北京,兴安盟,824.7353508,994.701,51305,267
北京,银川,892.5049149,1113.212,47925,432
北京,固原,987.2998318,1334.723,57140,549
北京,石嘴山,866.1474265,1056.687,45748,424
北京,吴忠,907.2000137,1166.472,49397,452
北京,中卫,1008.081504,1223.503,52502,515
北京,西宁,1327.791744,1636.593,70825,667
北京,果洛州,1553.929803,2169.551,95992,819
北京,海东地区,1306.162016,1602.245,69088,658
北京,海北州,1390.572659,1737.466,72307,674
北京,海南州,1437.61141,1770.951,77184,674
北京,海西州,1677.299912,2120.776,91615,759
北京,黄南州,1356.52424,1728.344,75394,709
北京,玉树州,1893.376624,2421.373,111331,857
北京,济南,365.6298372,414.602,18894,149
北京,滨州,312.5075165,349.653,15586,140
北京,东营,331.7627976,399.806,17225,164
北京,德州,274.9281327,314.252,14370,110
北京,菏泽,526.045393,599.154,27096,228
北京,济宁,504.3631302,584.668,25388,232
北京,莱芜,426.6792075,483.436,20653,178
北京,聊城,388.3900375,452.67,19283,172
北京,临沂,567.3289322,645.41,27206,241
北京,青岛,550.9128847999998,655.125,27835,279
北京,日照,571.9024117,670.722,27562,303
北京,泰安,420.9580149,483.131,20301,188
北京,威海,562.2645338,789.108,32336,330
北京,潍坊,430.7003265,545.821,24597,219
北京,烟台,502.9369478,713.475,28839,301
北京,枣庄,575.514595,631.029,25673,252
北京,淄博,376.9660715,417.04,20073,170
北京,太原,403.0141839,487.349,22088,195
北京,长治,504.5450637,611.787,26951,227
北京,大同,265.4832622,342.731,15272,127
北京,晋城,582.7534258,692.825,30091,259
北京,晋中,403.2011753,490.415,22487,184
北京,临汾,602.503948,729.661,31331,299
北京,吕梁,528.6327691,666.504,28384,253
北京,朔州,342.0827796,456.309,18875,168
北京,忻州,356.1340812,439.883,19718,171
北京,阳泉,335.4758258,395.65,18770,154
北京,运城,722.9128347999997,861.829,36120,351
北京,西安,911.7645916,1076.003,45320,432
北京,安康,1039.608384,1289.083,55754,588
北京,宝鸡,1025.647804,1236.364,51633,537
北京,汉中,1130.6641960000004,1403.275,59950,589
北京,商洛,885.6486715,1127.162,48075,509
北京,铜川,861.8184532,1053.02,44075,401
北京,渭南,859.9751361,1028.048,43169,440
北京,咸阳,922.3380986,1097.187,46192,448
北京,延安,707.0046378999997,918.707,39719,401
北京,榆林,602.916249,760.646,34177,349
北京,成都,1518.581301,1833.948,81011,825
北京,阿坝州,1555.445197,2097.191,91173,930
北京,巴中,1247.659244,1540.058,67890,693
北京,达州,1259.856488,1536.988,67759,767
北京,德阳,1460.316759,1768.461,76510,799
北京,甘孜州,1710.448095,2090.876,91190,999
北京,广安,1376.056657,1693.502,73960,839
北京,广元,1262.404436,1555.022,67186,681
北京,乐山,1626.802493,1978.686,87253,880
北京,凉山州,1866.448654,2265.899,97542,1103
北京,泸州,1584.857436,1925.025,84165,935
北京,南充,1378.363539,1698.819,73687,793
北京,眉山,1583.618755,1921.269,85192,862
北京,绵阳,1410.504299,1719.302,74388,780
北京,内江,1544.782734,1886.05,80814,891
北京,攀枝花,2012.251745,2465.242,106151,1227
北京,遂宁,1432.404216,1759.196,77248,820
北京,雅安,1643.719947,1968.338,83750,914
北京,宜宾,1643.758266,1996.123,85404,940
北京,资阳,1526.551496,1880.619,80992,885
北京,自贡,1583.675023,1923.03,82568,914
北京,拉萨,2566.076235,3542.985,176963,823
北京,阿里地区,3356.562825,4690.788,246320,823
北京,昌都地区,1990.192461,2890.631,150362,857
北京,林芝地区,2307.220396,3435.996,210435,999
北京,那曲地区,2381.943642,3212.091,161809,823
北京,日喀则地区,2770.481573,3703.931,177175,823
北京,山南地区,2541.554572,3683.282,182778,823
北京,乌鲁木齐,2415.928998,2769.822,115473,1013
北京,阿拉尔,2962.562537,3559.027,149261,1183
北京,阿克苏地区,3036.767219000001,3509.568,147004,1200
北京,阿勒泰地区,2415.374956,3310.585,156284,741
北京,巴音郭楞,2544.227223,2974.58,124616,1074
北京,博尔塔拉州,2853.919563,3259.697,135132,1178
北京,昌吉州,2437.647683,2801.083,116530,1022
北京,哈密地区,1931.06877,2193.595,91392,840
北京,和田地区,3169.120817,4275.911,177953,1407
北京,喀什地区,3430.736919,3968.177,166354,1329
北京,克拉玛依,2633.28558,3073.714,127814,1112
北京,克孜勒苏州,3411.273829,3931.445,163281,1320
北京,石河子,2538.106861,2907.704,121199,1069
北京,塔城地区,2787.007044,3319.545,137541,1204
北京,图木舒克,3152.751501,3732.394,156420,1246
北京,吐鲁番地区,2285.531758,2581.951,107660,956
北京,五家渠,2416.949397,2807.236,119437,889
北京,伊犁州,2918.226008,3443.211,143326,1276
北京,昆明,2090.7826170000008,2586.873,108736,1418
北京,保山,2300.277577,2921.099,130057,1406
北京,楚雄州,2158.3291280000008,2731.208,113376,1443
北京,大理州,2192.293314,2742.207,122600,1313
北京,德宏州,2396.4434,3058.809,136986,1473
北京,迪庆州,2040.777472,2863.346,128292,1269
北京,红河州,2212.471435,2698.278,112636,1461
北京,丽江,2083.691467,2705.732,121970,1264
北京,临沧,2350.393949,3069.076,129562,1541
北京,怒江州,2258.922268,2975.397,133101,1403
北京,普洱,2398.078112,2992.235,127343,1618
北京,曲靖,1987.459392,2448.045,103309,1350
北京,昭通,1824.398839,2239.311,96623,1129
北京,文山,2173.269902,2743.548,115183,1463
北京,西双版纳,2480.580697,3111.321,132715,1674
北京,玉溪,2163.062147,2669.74,111647,1459
北京,杭州,1131.152689,1289.269,51889,547
北京,湖州,1063.03306,1217.795,50755,521
北京,嘉兴,1093.176639,1210.46,56664,401
北京,金华,1241.473961,1444.595,59007,690
北京,丽水,1317.718018,1539.788,63586,693
北京,宁波,1213.5727880000004,1371.957,58389,697
北京,衢州,1242.401702,1446.795,59598,588
北京,绍兴,1169.179354,1348.553,56463,582
北京,台州,1336.101426,1504.916,69929,527
北京,温州,1385.179521,1580.046,65716,753
北京,舟山,1220.098565,1440.387,60912,793
上海,天津,960.7930029,1086.954,38736,488
上海,重庆,1447.495232,1700.874,60158,905
上海,合肥,404.7471083,463.057,16693,230
上海,安庆,430.410996,483.76,16494,248
上海,蚌埠,432.1165897,492.728,18129,202
上海,亳州,609.1111149000002,704.479,23917,296
上海,巢湖,344.9723263,392.509,14011,203
上海,池州,386.807801,431.165,15003,205
上海,滁州,322.0706982,368.916,13914,146
上海,阜阳,565.2013596,633.685,22453,284
上海,淮北,533.7801325,616.057,21435,257
上海,淮南,449.7199336,520.235,18627,235
上海,黄山,349.7199463,404.087,15479,173
上海,六安,476.2224675,548.717,19728,271
上海,马鞍山,286.3817309,329.335,12225,149
上海,宿州,499.2169667,574.627,19935,241
上海,铜陵,351.3565211,385.468,14015,182
上海,芜湖,295.4790019,350.136,12727,102
上海,宣城,262.8611167,286.291,10937,128
上海,福州,616.2104452000002,786.542,29378,448
上海,龙岩,814.7945814,1027.157,36511,485
上海,南平,605.3493187000001,751.859,25850,327
上海,宁德,545.217671,692.505,25082,401
上海,莆田,687.4830326,864.879,31484,495
上海,泉州,761.2929422,944.364,33569,540
上海,三明,669.1668367999997,832.081,28989,372
上海,厦门,822.757371,1023.519,36154,571
上海,漳州,837.8407612999997,1058.59,37286,605
上海,兰州,1719.34717,2024.442,69466,890
上海,白银,1702.2027899999994,2090.396,71251,909
上海,定西,1636.905491,1929.117,66148,923
上海,甘南州,1777.903818,2156.8,73268,1021
上海,嘉峪关,2299.001504,2711.553,91390,1103
上海,金昌,1932.415055,2349.306,80148,975
上海,酒泉,2278.459389,2691.102,91029,1096
上海,临夏州,1762.370057,2066.273,70641,971
上海,陇南,1573.664381,1873.733,64645,893
上海,平凉,1454.496973,1677.57,63412,758
上海,庆阳,1376.9277949999994,1626.447,55942,733
上海,天水,1516.2145460000006,1723.911,60393,843
上海,武威,1876.160747,2254.176,77523,940
上海,张掖,2091.349662,2486.875,85437,1022
上海,广州,1213.607207,1433.868,50436,640
上海,潮州,971.0882668,1237.383,43173,661
上海,东莞,1190.792347,1423.715,49542,611
上海,佛山,1232.3033289999996,1460.54,49305,640
上海,河源,1068.490764,1262.69,43845,527
上海,惠州,1144.447811,1346.976,47182,562
上海,江门,1275.387063,1520.594,51026,677
上海,揭阳,994.5426006,1251.293,44101,509
上海,茂名,1496.409677,1750.404,58486,743
上海,梅州,935.8508324,1147.994,39911,464
上海,清远,1183.400081,1383.714,46584,585
上海,汕头,993.7398033,1250.742,43434,671
上海,汕尾,1120.543678,1363.695,47152,551
上海,韶关,1056.022648,1231.092,41748,509
上海,深圳,1218.756615,1440.006,50490,607
上海,阳江,1408.071958,1654.174,55402,739
上海,云浮,1314.345913,1539.143,51663,650
上海,湛江,1569.746102,1834.806,61327,767
上海,肇庆,1272.9874220000004,1507.877,51228,669
上海,中山,1256.029495,1499.338,52929,695
上海,珠海,1272.882788,1540.947,54452,713
上海,南宁,1608.44295,1905.621,64745,745
上海,百色,1676.289761,1995.739,66605,878
上海,北海,1642.559433,1960.413,66509,872
上海,崇左,1711.217609,2034.484,66917,816
上海,防城港,1689.8738050000006,2026.554,66702,802
上海,桂林,1285.702399,1518.916,50599,567
上海,贵港,1483.17274,1783.247,60079,794
上海,河池,1505.48944,1770.343,58504,720
上海,贺州,1238.328039,1531.929,51492,661
上海,来宾,1469.086683,1734.192,57352,666
上海,柳州,1414.570917,1673.606,55746,636
上海,钦州,1641.333484,1968.242,64713,787
上海,梧州,1325.48061,1586.018,53398,661
上海,玉林,1475.809575,1761.137,59107,787
上海,贵阳,1527.212794,1804.084,61610,1013
上海,安顺,1616.4137859999994,1897.387,64588,1072
上海,毕节地区,1630.265524,1940.479,65586,996
上海,六盘水,1699.743417,2039.369,69179,1147
上海,铜仁地区,1253.084781,1490.132,51193,761
上海,遵义,1463.678837,1765.801,60751,884
上海,黔西南州,1763.509966,2105.98,72105,1234
上海,黔东南州,1413.167735,1675.738,56455,712
上海,黔南州,1469.968158,1749.266,59368,750
上海,海口,1675.788954,1997.085,70013,832
上海,白沙,1809.956448,2167.212,77368,835
上海,保亭,1843.833026,2222.599,78145,832
上海,昌江,1833.016003,2174.204,75486,835
上海,儋州,1776.027477,2108.115,74726,835
上海,澄迈,1726.295729,2040.018,72113,835
上海,东方,1862.949101,2216.024,78666,835
上海,定安,1722.4655100000002,2065.908,73655,832
上海,琼海,1740.6193649999998,2099.319,74615,832
上海,琼中,1791.740324,2120.006,74823,832
上海,乐东,1877.622243,2234.424,78715,832
上海,临高,1735.042381,2059.982,72019,835
上海,陵水,1826.905677,2213.068,78561,832
上海,三亚,1882.366399,2266.927,80449,832
上海,屯昌,1751.723532,2077.411,73308,832
上海,万宁,1781.599323,2161.583,77262,832
上海,文昌,1669.874165,2063.264,73231,832
上海,五指山,1832.475893,2175.924,77246,832
上海,石家庄,989.2294177,1130.1,39391,472
上海,保定,1009.852722,1170.101,41370,482
上海,沧州,890.9777382999997,1030.871,36296,446
上海,承德,1130.441006,1339.007,49328,593
上海,邯郸,879.6637989,1035.827,36979,456
上海,衡水,897.6066613,1023.0,36299,424
上海,廊坊,1017.395484,1156.054,40994,524
上海,秦皇岛,982.8935664,1288.053,46656,555
上海,唐山,981.859242,1165.042,42659,514
上海,邢台,911.4296705,1080.009,37666,479
上海,张家口,1217.858753,1400.79,51415,625
上海,郑州,829.0311312000001,945.71,31601,414
上海,安阳,853.8312715,1043.993,36687,443
上海,鹤壁,834.4967533,1004.882,35012,426
上海,焦作,888.6460524,1026.189,33924,449
上海,开封,774.2986762,886.39,29793,377
上海,洛阳,925.2794706,1032.857,34576,463
上海,漯河,745.5655982999997,809.6,27403,348
上海,南阳,865.4607804,983.155,33303,377
上海,平顶山,817.0497841,890.513,29783,393
上海,濮阳,781.4007113,943.571,33537,397
上海,三门峡,1038.710943,1160.663,39092,525
上海,商丘,651.7226876,757.474,26241,320
上海,新乡,836.8896047999997,987.399,32320,452
上海,信阳,707.8328922999997,786.602,29064,380
上海,许昌,780.8777084,862.38,29530,371
上海,周口,694.1406162999997,758.354,25702,325
上海,驻马店,727.2452519999997,804.201,26964,365
上海,哈尔滨,1677.395084,2222.582,80744,912
上海,大庆,1735.195972,2264.307,78940,999
上海,大兴安岭地区,2319.624087,3028.676,110572,1141
上海,鹤岗,1942.014592,2644.16,94258,1103
上海,黑河,2173.387744,2819.266,95996,1209
上海,鸡西,1768.028677,2584.268,89772,1138
上海,佳木斯,1889.347183,2571.85,89233,1103
上海,牡丹江,1645.205046,2421.722,84617,1061
上海,七台河,1814.553054,2624.953,90985,1156
上海,齐齐哈尔,1804.712732,2360.459,81359,1006
上海,双鸭山,1905.427974,2651.263,91867,1137
上海,绥化,1777.755904,2360.957,82873,999
上海,伊春,1940.527435,2581.257,92059,1062
上海,武汉,688.8280607999999,826.465,28231,437
上海,鄂州,637.4456223999998,773.458,25893,367
上海,恩施,1149.055822,1339.658,45626,662
上海,黄冈,635.2036025,782.646,26519,367
上海,黄石,626.493706,756.513,25958,371
上海,荆门,883.2762825,1034.837,34772,495
上海,荆州,889.7782384999997,1047.649,34701,486
上海,潜江,839.5988838,1007.054,33816,464
上海,神农架林区,1045.270078,1305.543,47246,567
上海,十堰,1020.787814,1188.816,41067,519
上海,随州,771.3482791,915.752,33373,451
上海,天门,800.8870231000003,963.272,31875,472
上海,仙桃,781.8624682,933.004,31616,436
上海,咸宁,705.4635572000003,839.257,27952,399
上海,襄阳,886.9082285000003,1050.894,37500,507
上海,孝感,720.6995991,866.799,29548,444
上海,宜昌,972.5221467,1148.734,37802,517
上海,长沙,888.8504661000003,1057.388,35788,475
上海,常德,978.6179758,1155.231,39126,583
上海,郴州,1025.813149,1265.161,43630,561
上海,衡阳,991.9792816,1199.413,39461,438
上海,怀化,1187.881353,1421.595,48985,630
上海,娄底,998.6382034,1175.639,39248,470
上海,邵阳,1070.804435,1250.572,40964,498
上海,湘潭,910.9132884,1072.222,35499,428
上海,湘西州,1179.754537,1400.898,47485,718
上海,益阳,928.2173877,1133.506,37268,564
上海,永州,1101.080946,1332.029,43822,486
上海,岳阳,828.0080264999997,975.135,32694,477
上海,张家界,1084.617694,1285.78,43881,584
上海,株洲,894.0915086000001,1045.219,35209,417
上海,南京,272.0717557,312.084,11861,118
上海,常州,154.2990616,180.535,8090,59
上海,淮安,349.5329358,401.972,16409,180
上海,连云港,431.2624922,483.818,18540,224
上海,南通,103.1957923,130.274,6379,63
上海,苏州,82.93042612,95.861,4970,33
上海,宿迁,424.3124215,510.98,18021,234
上海,泰州,201.5850242,233.23,9101,105
上海,无锡,117.8816801,135.53,7669,50
上海,徐州,524.5119116000002,613.105,22011,278
上海,盐城,268.5585048,309.779,11806,143
上海,扬州,233.7028702,273.328,10383,128
上海,镇江,219.8282181,260.026,10393,86
上海,南昌,609.9884711,704.033,25452,315
上海,抚州,616.9196697000001,705.92,24651,292
上海,赣州,878.4512314,1026.547,34960,397
上海,吉安,781.066195,898.095,30638,364
上海,景德镇,466.7447415,551.867,20584,230
上海,九江,553.2451616000002,650.284,22046,317
上海,萍乡,841.2580502000003,965.475,32228,385
上海,上饶,461.3309063,521.465,18760,218
上海,新余,739.2560007999997,853.219,28577,351
上海,宜春,785.7236605,908.273,30164,376
上海,鹰潭,545.1575157999998,621.62,22298,262
上海,长春,1447.540601,1976.118,71397,855
上海,白城,1604.152568,2133.638,73957,890
上海,白山,1269.597668,2016.666,73330,878
上海,吉林市,1474.067491,2076.319,72913,903
上海,辽源,1338.907428,1903.865,68160,828
上海,四平,1352.116057,1868.596,67361,812
上海,松原,1572.955409,2092.832,73124,914
上海,通化,1233.1408800000004,1939.109,69484,841
上海,延边,1476.714756,2332.058,82856,982
上海,沈阳,1188.184787,1683.338,62153,727
上海,鞍山,1107.07641,1672.509,59999,725
上海,本溪,1140.272099,1727.955,62217,747
上海,朝阳,1152.870585,1557.275,55795,674
上海,大连,857.163499,1834.896,64467,797
上海,丹东,1021.380988,1844.728,65070,804
上海,抚顺,1202.945015,1734.214,63058,751
上海,阜新,1199.019439,1650.944,59965,716
上海,葫芦岛,1058.3518869999998,1431.12,51496,616
上海,锦州,1100.449364,1476.002,53584,634
上海,辽阳,1126.015982,1663.58,59937,722
上海,盘锦,1102.428608,1558.681,56102,675
上海,铁岭,1247.970994,1752.102,63349,759
上海,营口,1050.709643,1622.457,59448,698
上海,呼和浩特,1383.571524,1691.011,60376,737
上海,阿拉善盟,1665.584398,2011.13,71032,854
上海,包头,1479.011692,1845.9,66267,786
上海,巴彦淖尔,1647.622183,2046.206,72143,877
上海,赤峰,1250.636794,1534.084,56154,679
上海,鄂尔多斯,1409.762625,1776.369,63425,790
上海,呼伦贝尔,2003.704594,2822.671,106850,1018
上海,通辽,1380.318021,1870.813,65744,859
上海,乌海,1623.520555,2050.822,71508,860
上海,乌兰察布,1321.603075,1574.225,56189,695
